date,service,match_edf,roland_garros,fashion_week,match_happening,match_happening_cl,temp,feels_like,temp_min,temp_max,wind_speed,clouds_all,vacances_paris,clear,clouds,drizzle,drizzle_and_rain,fog,mist,rain,thunderstorm
2021-07-05,midi,0,0,0,0.0,0.0,294.94,295.0,293.06,296.67,0.45,75,0,0,broken clouds,0,0,0,0,0,0
2021-07-05,soir,0,0,0,0.0,0.0,293.85,293.73,292.4,294.6,0.45,90,0,0,overcast clouds,0,0,0,0,0,0
2021-07-06,midi,0,0,0,0.0,0.0,294.1,293.71,292.98,294.87,2.68,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-06,soir,0,0,0,0.0,0.0,294.72,294.21,293.06,295.83,3.6,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-07,midi,0,0,0,0.0,0.0,292.85,292.78,290.8,295.38,0.89,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-07,soir,0,0,0,0.0,0.0,295.54,295.09,294.16,297.49,4.12,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-08,midi,0,0,0,0.0,0.0,295.08,294.87,293.06,297.38,3.09,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-08,soir,0,0,0,0.0,0.0,294.67,294.39,292.4,296.38,0.45,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-09,midi,0,0,0,0.0,0.0,295.05,294.89,293.62,296.38,2.57,90,1,0,overcast clouds,0,0,0,0,0,0
2021-07-09,soir,0,0,0,0.0,0.0,294.22,294.03,293.06,295.25,0.0,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-10,midi,0,0,0,0.0,0.0,292.29,292.14,289.73,293.38,0.45,90,1,0,overcast clouds,0,0,0,0,0,0
2021-07-10,soir,0,0,0,0.0,0.0,292.07,292.03,290.4,293.1,0.45,75,1,0,0,0,0,0,0,light rain,0
2021-07-11,midi,0,0,0,0.0,0.0,294.86,294.76,293.06,296.42,1.54,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-11,soir,0,0,0,0.0,0.0,296.16,296.03,294.94,297.09,2.57,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-12,midi,0,0,0,0.0,0.0,294.22,294.34,292.34,295.83,1.34,75,1,0,0,0,0,0,0,light intensity shower rain,0
2021-07-12,soir,0,0,0,0.0,0.0,291.67,291.82,288.83,294.85,0.45,90,1,0,0,0,0,0,0,light rain,0
2021-07-13,midi,0,0,0,0.0,0.0,291.09,291.45,290.16,292.4,2.06,75,1,0,0,0,0,0,0,moderate rain,0
2021-07-13,soir,0,0,0,0.0,0.0,290.21,290.45,289.38,290.88,2.24,75,1,0,0,0,0,0,0,moderate rain,0
2021-07-14,midi,0,0,0,0.0,0.0,292.67,292.69,290.56,294.4,7.15,90,1,0,overcast clouds,0,0,0,0,0,0
2021-07-14,soir,0,0,0,0.0,0.0,292.8,292.67,291.82,293.76,4.02,90,1,0,overcast clouds,0,0,0,0,0,0
2021-07-15,midi,0,0,0,0.0,0.0,296.51,296.52,295.56,297.53,4.47,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-15,soir,0,0,0,0.0,0.0,296.19,296.14,294.73,297.38,7.15,40,1,0,scattered clouds,0,0,0,0,0,0
2021-07-16,midi,0,0,0,0.0,0.0,291.58,291.41,290.4,292.64,3.6,90,1,0,overcast clouds,0,0,0,0,0,0
2021-07-16,soir,0,0,0,0.0,0.0,294.43,294.26,292.38,295.75,1.34,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-17,midi,0,0,0,0.0,0.0,293.77,293.74,292.94,295.16,4.63,90,1,0,overcast clouds,0,0,0,0,0,0
2021-07-17,soir,0,0,0,0.0,0.0,298.51,298.64,297.25,299.29,4.63,20,1,0,few clouds,0,0,0,0,0,0
2021-07-18,midi,0,0,0,0.0,0.0,300.34,300.75,299.49,301.38,0.45,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-18,soir,0,0,0,0.0,0.0,301.13,301.32,299.73,302.07,5.14,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-19,midi,0,0,0,0.0,0.0,301.59,301.81,300.94,302.97,5.36,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-19,soir,0,0,0,0.0,0.0,301.24,301.61,300.4,301.99,5.14,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-20,midi,0,0,0,0.0,0.0,300.11,300.59,299.4,300.98,4.63,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-20,soir,0,0,0,0.0,0.0,300.29,300.51,299.07,301.44,4.12,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-21,midi,0,0,0,0.0,0.0,301.0,301.35,300.36,301.7,3.13,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-21,soir,0,0,0,0.0,0.0,300.94,301.21,299.4,301.99,3.6,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-22,midi,0,0,0,0.0,0.0,300.33,300.43,299.49,301.42,4.12,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-22,soir,0,0,0,0.0,0.0,300.38,300.53,299.17,301.44,4.12,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-23,midi,0,0,0,0.0,0.0,301.28,301.65,299.87,302.98,0.89,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-23,soir,0,0,0,0.0,0.0,301.44,301.56,299.73,302.55,0.45,75,1,0,0,0,0,0,0,light rain,0
2021-07-24,midi,0,0,0,0.0,0.0,297.84,297.83,296.32,298.83,2.68,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-24,soir,0,0,0,0.0,0.0,294.2,294.27,291.91,297.38,3.09,90,1,0,overcast clouds,0,0,0,0,0,0
2021-07-25,midi,0,0,0,0.0,0.0,293.67,293.94,292.53,295.49,5.14,75,1,0,0,0,0,0,0,moderate rain,0
2021-07-25,soir,0,0,0,0.0,0.0,293.86,294.05,291.95,294.81,3.6,75,1,0,0,0,0,0,0,light rain,0
2021-07-26,midi,0,0,0,0.0,0.0,294.59,294.83,293.37,296.36,0.89,75,1,0,0,0,0,0,0,light rain,0
2021-07-26,soir,0,0,0,0.0,0.0,295.27,295.55,292.23,296.83,0.45,75,1,0,0,0,0,0,0,light rain,0
2021-07-27,midi,0,0,0,0.0,0.0,291.18,291.39,289.94,291.83,0.45,75,1,0,0,0,0,0,0,light rain,0
2021-07-27,soir,0,0,0,0.0,0.0,292.01,292.22,290.84,293.18,3.09,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-28,midi,0,0,0,0.0,0.0,294.61,294.35,293.4,295.71,2.24,75,1,0,broken clouds,0,0,0,0,0,0
2021-07-28,soir,0,0,0,0.0,0.0,294.93,294.63,293.58,295.87,0.89,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-29,midi,0,0,0,0.0,0.0,294.73,294.33,293.62,295.96,0.89,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-29,soir,0,0,0,0.0,0.0,295.25,294.82,293.58,296.82,0.89,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-30,midi,0,0,0,0.0,0.0,295.7,295.29,294.4,297.38,2.24,40,1,0,scattered clouds,0,0,0,0,0,0
2021-07-30,soir,0,0,0,0.0,0.0,294.44,294.01,293.27,295.71,1.34,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-31,midi,0,0,0,0.0,0.0,294.69,294.47,294.16,295.59,0.45,0,1,sky is clear,0,0,0,0,0,0,0
2021-07-31,soir,0,0,0,0.0,0.0,293.83,293.55,292.49,294.77,0.89,40,1,0,scattered clouds,0,0,0,0,0,0
